category;name;rus;eng
weapon_name;skyward_harp;Небесное крыло;Skyward Harp
weapon_name;skyward_pride;Небесное величие;Skyward Pride
weapon_name;skyward_spine;Небесная ось;Skyward Spine
weapon_name;slingshot;Рогатка;Slingshot
weapon_name;snow_tombed_starsilver;Заснеженное звёздное серебро;Snow-Tombed Starsilver
weapon_name;solar_pearl;Солнечная жемчужина;Solar Pearl
weapon_name;song_of_broken_pines;Песнь разбитых сосен;Song of Broken Pines
weapon_name;song_of_stillness;Мелодия покоя;Song of Stillness
weapon_name;splendor_of_tranquil_waters;Блеск тихих вод;Splendor of Tranquil Waters
weapon_name;staff_of_homa;Посох Хомы;Staff of Homa
weapon_name;staff_of_the_scarlet_sands;Посох алых песков;Staff of the Scarlet Sands
weapon_name;starcallers_watch;Бдение взывающего к звёздам;Starcaller's Watch
weapon_name;sturdy_bone;Крепкая кость;Sturdy Bone
weapon_name;summit_shaper;Кромсатель пиков;Summit Shaper
weapon_name;surfs_up;Лови волну;Surf's Up
weapon_name;sword_of_descension;Меч нисхождения;Sword of Descension
weapon_name;sword_of_narzissenkreuz;Меч Нарциссенкрейца;Sword of Narzissenkreuz
weapon_name;talking_stick;Говорящая палица;Talking Stick
weapon_name;the_alley_flash;Вспышка во тьме;The Alley Flash
weapon_name;the_bell;Меч-колокол;The Bell
weapon_name;the_black_sword;Чёрный меч;The Black Sword
weapon_name;the_catch;«Улов»;"""The Catch"""
weapon_name;the_dockhands_assistant;Верфь;The Dockhand's Assistant
weapon_name;the_first_great_magic;Первый великий фокус;The First Great Magic
weapon_name;the_flute;Меч-флейта;The Flute
weapon_name;the_stringless;Бесструнный;The Stringless
weapon_name;the_unforged;Некованый;The Unforged
weapon_name;the_viridescent_hunt;Зелёный лук;The Viridescent Hunt
weapon_name;the_widsith;Песнь странника;The Widsith
weapon_name;thrilling_tales_of_dragon_slayers;Эпос о драконоборцах;Thrilling Tales of Dragon Slayers
weapon_name;thundering_pulse;Громовой пульс;Thundering Pulse
weapon_name;tidal_shadow;Тень волны;Tidal Shadow
weapon_name;tome_of_the_eternal_flow;Обряд вечного течения;Tome of the Eternal Flow
weapon_name;toukabou_shigure;Токабо сигурэ;Toukabou Shigure
weapon_name;travelers_handy_sword;Меч путешественника;Traveler's Handy Sword
weapon_name;tulaytullahs_remembrance;Воспоминания Тулайтуллы;Tulaytullah's Remembrance
weapon_name;twin_nephrite;Парный нефрит;Twin Nephrite
weapon_name;ultimate_overlords_mega_magic_sword;«Магический супермеч высшего владыки»;"""Ultimate Overlord's Mega Magic Sword"""
weapon_name;uraku_misugiri;Ураку мисугири;Uraku Misugiri
weapon_name;verdict;Вердикт;Verdict
weapon_name;vortex_vanquisher;Покоритель вихря;Vortex Vanquisher
weapon_name;wandering_evenstar;Скитающаяся звезда;Wandering Evenstar
weapon_name;wavebreakers_fin;Режущий волны плавник;Wavebreaker's Fin
weapon_name;waveriding_whirl;Вихрь на волнах;Waveriding Whirl
weapon_name;white_iron_greatsword;Меч из белого железа;White Iron Greatsword
weapon_name;white_tassel;Белая кисть;White Tassel
weapon_name;whiteblind;Белая тень;Whiteblind
weapon_name;windblume_ode;Ода анемонии;Windblume Ode
weapon_name;wine_and_song;Вино и песни;Wine and Song
weapon_name;wolf_fang;Волчий клык;Wolf-Fang
weapon_name;wolfs_gravestone;Волчья погибель;Wolf's Gravestone
weapon_name;xiphos_moonlight;Лунное сияние ксифоса;Xiphos' Moonlight
