category;name;rus;eng
talent_descr;weapon_sacrificial_jade;Если персонаж не на поле боя более 5 сек., name{макс. HP} увеличивается на %{hp_percent}, а name{мастерство стихий} - на %{mastery} ед. После вступления персонажа в бой эффект длится 10 сек., после чего исчезает.;When not on the field for more than 5s, name{Max HP} will be increased by %{hp_percent} and name{Elemental Mastery} will be increased by %{mastery}. These effects will be canceled after the wielder has been on the field for 10s.

feature_weapon;weapon_flowing_purity_bonus;Бонус урона Неоконченный шедевр;Unfinished Masterpiece DMG Bonus
talent_name;weapon_flowing_purity_1;Неоконченный шедевр;Unfinished Masterpiece
talent_descr;weapon_flowing_purity_1;Активация name{элементального навыка} повышает name{бонус урона} всеми элементами на %{dmg_pyro} на 15 сек. и накладывает name{Долг жизни}, равный 24% от макс. HP. Эффект может возникнуть один раз в 10 сек.;When using an name{Elemental Skill}, All Elemental name{DMG Bonus} will be increased by %{dmg_pyro} for 15s, and a name{Bond of Life} worth 24% of name{Max HP} will be granted. This effect can be triggered once every 10s.
talent_name;weapon_flowing_purity_2;Долг жизни;Bond of Life
talent_descr;weapon_flowing_purity_2;Когда name{Долг жизни} снимается, name{бонус урона} всеми элементами на 15 сек. увеличивается на %{text_percent} за каждые отданные %{text_value_hp} ед. HP name{Долга жизни}. Бонус урона всеми элементами, полученный таким образом, не может превышать %{text_percent_max}.;When the name{Bond of Life} is cleared, every %{text_value_hp} HP cleared in the process will provide %{text_percent} All Elemental name{DMG Bonus}, up to a maximum of %{text_percent_max}. This effect lasts 15s.



feature_weapon;scion_of_the_blazing_sun_dmg;Урон Стрелы слепящего солнца;Sunfire Arrow DMG
talent_name;weapon_scion_of_the_blazing_sun;Путь слепящего солнца;The Way of Sunfire
talent_descr;weapon_scion_of_the_blazing_sun_1;Попадания name{заряженной атакой} обрушивают на врага name{Стрелу слепящего солнца}, которая наносит %{text_percent_dmg} урона от name{силы атаки}. Кроме того, на врага, получившего урон от name{Стрелы слепящего солнца}, на 10 сек. накладывается эффект name{Пылающего сердца}. name{Стрела слепящего солнца} может возникнуть один раз в 10 сек.;After a name{Charged Attack} hits an opponent, a name{Sunfire Arrow} will descend and deal %{text_percent_dmg} name{ATK} as DMG, and applying the name{Heartsearer} effect to the opponent damaged by said Arrow for 10s. A Sunfire Arrow can be triggered once every 10s.
talent_name;weapon_scion_of_the_blazing_sun_2;Пылающее сердце;Heartsearer
talent_descr;weapon_scion_of_the_blazing_sun_2;Урон name{заряженной атаки} экипированного персонажа по противнику, поражённому name{Стрелой слепящего солнца}, повышается на %{dmg_charged_enemy}.;Opponents affected by name{Heartsearer} take %{dmg_charged_enemy} more name{Charged Attack DMG} from the wielder.

talent_name;weapon_song_of_stillness;Пульсация глубин;Benthic Pulse
talent_descr;weapon_song_of_stillness;Наносимый урон после получения лечения увеличивается на %{dmg_all} на 8 сек. Эффект срабатывает, даже когда персонаж не на поле боя.;After the wielder is healed, they will deal %{dmg_all} more name{DMG} for 8s. This can be triggered even when the character is not on the field.



talent_name;weapon_the_first_great_magic_1;Славься, Парсифаль!;Parsifal the Great
talent_descr;weapon_the_first_great_magic_1;Увеличивает урон name{заряженной атаки} на %{dmg_charged}.;DMG dealt by name{Charged Attacks} increased by %{dmg_charged}.
talent_name;weapon_the_first_great_magic_2;Уловка;Gimmick stacks
talent_descr;weapon_the_first_great_magic_2;Предоставляет 1 уровень name{Уловки} за каждого персонажа того же элемента в отряде, что и экипированный персонаж (включая экипированного персонажа).<br>Когда действуют format{text_number_f=1|1}/format{text_number_f=2|2}/format{text_number_f=3|3} и более уровня name{Уловки}, name{сила атаки} повышается на format{text_number_f=1|%{text_number_1}}/format{text_number_f=2|%{text_number_2}}/format{text_number_f=3|%{text_number_3}}%.;For every party member with the same Elemental Type as the wielder (including the wielder themselves), gain 1 name{Gimmick} stack.<br>When the wielder has format{text_number_f=1|1}/format{text_number_f=2|2}/format{text_number_f=3|3} or more name{Gimmick} stacks, name{ATK} will be increased by format{text_number_f=1|%{text_number_1}}/format{text_number_f=2|%{text_number_2}}/format{text_number_f=3|%{text_number_3}}%.
talent_name;weapon_the_first_great_magic_3;Актёрское мастерство;Theatrics stacks
talent_descr;weapon_the_first_great_magic_3;За каждого персонажа отряда с другим элементом предоставляет 1 уровень name{Актёрского мастерства}.<br>Во время действия format{text_number_f=1|1}/format{text_number_f=2|2}/format{text_number_f=3|3} и более уровня name{Актёрского мастерства} name{скорость передвижения} увеличивается на format{text_number_f=1|%{text_number_1}}/format{text_number_f=2|%{text_number_2}}/format{text_number_f=3|%{text_number_3}}%.;For every party member with a different Elemental Type from the wielder, gain 1 name{Theatrics} stack.<br>When the wielder has format{text_number_f=1|1}/format{text_number_f=2|2}/format{text_number_f=3|3} or more name{Theatrics} stacks, name{Movement SPD} will be increased by format{text_number_f=1|%{text_number_1}}/format{text_number_f=2|%{text_number_2}}/format{text_number_f=3|%{text_number_3}}%.
